Zeit / s	Temperatur / °C
4,088870E+2	7,008515E+1
4,098870E+2	7,008004E+1
4,108870E+2	7,008766E+1
4,118870E+2	7,007097E+1
4,128870E+2	7,006818E+1
4,138870E+2	7,005032E+1
4,148870E+2	7,005254E+1
4,158870E+2	7,004655E+1
4,168870E+2	7,002526E+1
4,178870E+2	7,003643E+1
4,188870E+2	7,003773E+1
4,198870E+2	7,001012E+1
4,208870E+2	7,002529E+1
4,218870E+2	6,999052E+1
4,228870E+2	6,996850E+1
4,238870E+2	7,003141E+1
4,248870E+2	7,002477E+1
4,258870E+2	7,002502E+1
4,268870E+2	6,995585E+1
4,278870E+2	6,989744E+1
4,288870E+2	6,986351E+1
4,298870E+2	6,985506E+1
4,308870E+2	6,986082E+1
4,318870E+2	6,983448E+1
4,328870E+2	6,979565E+1
4,338870E+2	6,981110E+1
4,348870E+2	6,978344E+1
4,358870E+2	6,978525E+1
4,368870E+2	6,977799E+1
4,378870E+2	6,979956E+1
4,388870E+2	6,975576E+1
4,398870E+2	6,974919E+1
4,408870E+2	6,972917E+1
4,418870E+2	6,973251E+1
4,428870E+2	6,972313E+1
4,438870E+2	6,971751E+1
4,448870E+2	6,972945E+1
4,458870E+2	6,974857E+1
4,468870E+2	6,970096E+1
4,478870E+2	6,967972E+1
4,488870E+2	6,972205E+1
4,498870E+2	6,969221E+1
4,508870E+2	6,966213E+1
4,518870E+2	6,966029E+1
4,528870E+2	6,962869E+1
4,538870E+2	6,960341E+1
4,548870E+2	6,956678E+1
4,558870E+2	6,955655E+1
4,568870E+2	6,955344E+1
4,578870E+2	6,953174E+1
4,588870E+2	6,950329E+1
4,598870E+2	6,949123E+1
4,608870E+2	6,947814E+1
4,618870E+2	6,948183E+1
4,628870E+2	6,948066E+1
4,638870E+2	6,943500E+1
4,648870E+2	6,946033E+1
4,658870E+2	6,942287E+1
4,668870E+2	6,940889E+1
4,678870E+2	6,942356E+1
4,688870E+2	6,941168E+1
4,698870E+2	6,938992E+1
4,708870E+2	6,945403E+1
4,718870E+2	6,942596E+1
4,728870E+2	6,942861E+1
4,738870E+2	6,941026E+1
4,748870E+2	6,937686E+1
4,758870E+2	6,936643E+1
4,768870E+2	6,933435E+1
4,778870E+2	6,933492E+1
4,788870E+2	6,931303E+1
4,798870E+2	6,932719E+1
4,808870E+2	6,934749E+1
4,818870E+2	6,932963E+1
4,828870E+2	6,933005E+1
4,838870E+2	6,930073E+1
4,848870E+2	6,929855E+1
4,858870E+2	6,931250E+1
4,868870E+2	6,929112E+1
4,878870E+2	6,930016E+1
4,888870E+2	6,928893E+1
4,898870E+2	6,932604E+1
4,908870E+2	6,933018E+1
4,918870E+2	6,929337E+1
4,928870E+2	6,927474E+1
4,938870E+2	6,923954E+1
4,948870E+2	6,921574E+1
4,958870E+2	6,918622E+1
4,968870E+2	6,917504E+1
4,978870E+2	6,916040E+1
4,988870E+2	6,917269E+1
4,998870E+2	6,912542E+1
5,008870E+2	6,914396E+1
5,018870E+2	6,912079E+1
5,028870E+2	6,907164E+1
5,038870E+2	6,907392E+1
5,048870E+2	6,909425E+1
5,058870E+2	6,906497E+1
5,068870E+2	6,907500E+1
5,078870E+2	6,904347E+1
5,088870E+2	6,903780E+1
5,098870E+2	6,905842E+1
5,108870E+2	6,900302E+1
5,118870E+2	6,899993E+1
5,128870E+2	6,898642E+1
5,138870E+2	6,897716E+1
5,148870E+2	6,898456E+1
5,158870E+2	6,899465E+1
5,168870E+2	6,895312E+1
5,178870E+2	6,891854E+1
5,188870E+2	6,892249E+1
5,198870E+2	6,887561E+1
5,208870E+2	6,886132E+1
5,218870E+2	6,886945E+1
5,228870E+2	6,882849E+1
5,238870E+2	6,885935E+1
5,248870E+2	6,881598E+1
5,258870E+2	6,882671E+1
5,268870E+2	6,881878E+1
5,278870E+2	6,882381E+1
5,288870E+2	6,882084E+1
5,298870E+2	6,880927E+1
5,308870E+2	6,874481E+1
5,318870E+2	6,876294E+1
5,328870E+2	6,875882E+1
5,338870E+2	6,876629E+1
5,348870E+2	6,881278E+1
5,358870E+2	6,876510E+1
5,368870E+2	6,874593E+1
5,378870E+2	6,876136E+1
5,388870E+2	6,871114E+1
5,398870E+2	6,870298E+1
5,408870E+2	6,870616E+1
5,418870E+2	6,870530E+1
5,428870E+2	6,870982E+1
5,438870E+2	6,868012E+1
5,448870E+2	6,867792E+1
5,458870E+2	6,865504E+1
5,468870E+2	6,864664E+1
5,478870E+2	6,860497E+1
5,488870E+2	6,857599E+1
5,498870E+2	6,858375E+1
5,508870E+2	6,859309E+1
5,518870E+2	6,855400E+1
5,528870E+2	6,855290E+1
5,538870E+2	6,854621E+1
5,548870E+2	6,855790E+1
5,558870E+2	6,853308E+1
5,568870E+2	6,851659E+1
5,578870E+2	6,849653E+1
5,588870E+2	6,848566E+1
5,598870E+2	6,847851E+1
5,608870E+2	6,848143E+1
5,618870E+2	6,848077E+1
5,628870E+2	6,842804E+1
5,638870E+2	6,841828E+1
5,648870E+2	6,842492E+1
5,658870E+2	6,840835E+1
5,668870E+2	6,839723E+1
5,678870E+2	6,839124E+1
5,688870E+2	6,837456E+1
5,698870E+2	6,835726E+1
5,708870E+2	6,830821E+1
5,718870E+2	6,824318E+1
5,728870E+2	6,813580E+1
5,738870E+2	6,811464E+1
5,748870E+2	6,808601E+1
5,758870E+2	6,810409E+1
5,768870E+2	6,813909E+1
5,778870E+2	6,812868E+1
5,788870E+2	6,808615E+1
5,798870E+2	6,807728E+1
5,808870E+2	6,806730E+1
5,818870E+2	6,805276E+1
5,828870E+2	6,806966E+1
5,838870E+2	6,807223E+1
5,848870E+2	6,716347E+1
5,858870E+2	6,230667E+1
